user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained
a100000978,1/10/18,House Ads,control,FALSE,English,English,45-55 years,1/4/18,,Facebook,TRUE
a100000978,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,1/4/18,,Facebook,TRUE
a100000979,1/5/18,Instagram,personalization,TRUE,English,English,19-24 years,1/5/18,,Instagram,TRUE
a100000979,1/10/18,Push,control,FALSE,English,English,0-18 years,1/5/18,,Instagram,TRUE
a100000979,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,1/5/18,,Instagram,TRUE
a100000980,1/6/18,Email,personalization,FALSE,English,English,19-24 years,1/6/18,,Email,TRUE
a100000980,1/10/18,Facebook,control,FALSE,English,English,19-24 years,1/6/18,,Email,TRUE
a100000980,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,1/6/18,,Email,TRUE
a100000981,1/7/18,Push,personalization,TRUE,English,English,0-18 years,1/7/18,,Push,TRUE
a100000981,1/10/18,Instagram,control,FALSE,English,English,24-30 years,1/7/18,,Push,TRUE
a100000981,1/3/18,House Ads,personalization,FALSE,English,English,0-18 years,1/7/18,,Push,TRUE
a100000982,1/8/18,Facebook,personalization,TRUE,English,English,19-24 years,1/8/18,,Facebook,TRUE
a100000982,1/10/18,Instagram,control,FALSE,English,English,30-36 years,1/8/18,,Facebook,TRUE
a100000982,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,1/8/18,,Facebook,TRUE
a100000983,1/9/18,Instagram,personalization,TRUE,English,English,24-30 years,1/9/18,,Instagram,TRUE
a100000983,1/11/18,Facebook,control,FALSE,English,English,36-45 years,1/9/18,,Instagram,TRUE
a100000983,1/2/18,House Ads,personalization,FALSE,English,English,24-30 years,1/9/18,,Instagram,TRUE
a100000984,1/10/18,Instagram,personalization,TRUE,English,English,19-24 years,1/10/18,,Instagram,TRUE
a100000984,1/11/18,House Ads,control,FALSE,English,English,45-55 years,1/10/18,,Instagram,TRUE
a100000984,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/10/18,,Instagram,TRUE
a100000985,1/11/18,Facebook,personalization,TRUE,English,English,19-24 years,1/11/18,,Facebook,TRUE
a100000985,1/11/18,House Ads,control,FALSE,English,English,0-18 years,1/11/18,,Facebook,TRUE
a100000985,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/11/18,,Facebook,TRUE
a100000986,1/12/18,Instagram,personalization,TRUE,English,English,19-24 years,1/12/18,,Instagram,TRUE
a100000986,1/11/18,House Ads,control,FALSE,English,English,19-24 years,1/12/18,,Instagram,TRUE
a100000986,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/12/18,,Instagram,TRUE
a100000987,1/13/18,Instagram,personalization,TRUE,English,English,0-18 years,1/13/18,,Instagram,TRUE
a100000987,1/11/18,Push,control,FALSE,English,English,24-30 years,1/13/18,,Instagram,TRUE
a100000987,1/2/18,House Ads,personalization,FALSE,English,English,0-18 years,1/13/18,,Instagram,TRUE
a100000988,1/14/18,Facebook,personalization,TRUE,English,English,19-24 years,1/14/18,,Facebook,TRUE
a100000988,1/11/18,Facebook,control,FALSE,English,English,30-36 years,1/14/18,,Facebook,TRUE
a100000988,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/14/18,,Facebook,TRUE
a100000989,1/15/18,Instagram,personalization,TRUE,English,English,24-30 years,1/15/18,,Instagram,TRUE
a100000989,1/11/18,Instagram,control,FALSE,English,English,36-45 years,1/15/18,,Instagram,TRUE
a100000989,1/2/18,House Ads,personalization,FALSE,English,English,24-30 years,1/15/18,,Instagram,TRUE
a100000990,1/16/18,Email,personalization,TRUE,English,English,19-24 years,1/16/18,,Email,TRUE
a100000990,1/12/18,Instagram,control,FALSE,English,English,45-55 years,1/16/18,,Email,TRUE
a100000990,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/16/18,,Email,TRUE
a100000991,1/17/18,Push,personalization,TRUE,English,English,19-24 years,1/17/18,,Push,TRUE
a100000991,1/12/18,Facebook,control,FALSE,English,English,0-18 years,1/17/18,,Push,TRUE
a100000991,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/17/18,,Push,TRUE
a100000992,1/18/18,Facebook,personalization,TRUE,English,English,19-24 years,1/18/18,4/6/18,Facebook,FALSE
a100000992,1/12/18,House Ads,control,FALSE,English,English,19-24 years,1/18/18,4/6/18,Facebook,FALSE
a100000992,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,1/18/18,4/6/18,Facebook,FALSE
a100000993,1/1/18,Instagram,personalization,TRUE,English,English,0-18 years,1/1/18,1/7/18,Instagram,FALSE
a100000993,1/12/18,House Ads,control,FALSE,English,English,24-30 years,1/1/18,1/7/18,Instagram,FALSE
a100000993,1/3/18,House Ads,personalization,FALSE,English,English,0-18 years,1/1/18,1/7/18,Instagram,FALSE
a100000994,1/2/18,Instagram,personalization,TRUE,English,English,19-24 years,1/2/18,1/28/18,Instagram,FALSE
a100000994,1/12/18,House Ads,control,FALSE,English,English,30-36 years,1/2/18,1/28/18,Instagram,FALSE
a100000994,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,1/2/18,1/28/18,Instagram,FALSE
a100000995,1/3/18,Facebook,personalization,TRUE,English,English,24-30 years,1/3/18,2/11/18,Facebook,FALSE
a100000995,1/12/18,Push,control,FALSE,English,English,36-45 years,1/3/18,2/11/18,Facebook,FALSE
a100000995,1/3/18,House Ads,personalization,FALSE,English,English,24-30 years,1/3/18,2/11/18,Facebook,FALSE
a100000996,1/4/18,Instagram,personalization,TRUE,English,English,19-24 years,1/4/18,1/16/18,Instagram,FALSE
a100000996,1/12/18,Facebook,control,FALSE,English,English,45-55 years,1/4/18,1/16/18,Instagram,FALSE
a100000996,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,1/4/18,1/16/18,Instagram,FALSE
a100000997,1/5/18,Instagram,personalization,TRUE,English,English,19-24 years,1/5/18,1/12/18,Instagram,FALSE
a100000997,1/13/18,Instagram,control,FALSE,English,English,0-18 years,1/5/18,1/12/18,Instagram,FALSE
a100000997,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,1/5/18,1/12/18,Instagram,FALSE
a100000998,1/6/18,Facebook,personalization,TRUE,English,English,19-24 years,1/6/18,3/22/18,Facebook,FALSE
a100000998,1/13/18,Instagram,control,FALSE,English,English,19-24 years,1/6/18,3/22/18,Facebook,FALSE
a100000998,1/3/18,House Ads,personalization,FALSE,English,English,19-24 years,1/6/18,3/22/18,Facebook,FALSE
a100000999,1/7/18,Instagram,personalization,TRUE,English,English,0-18 years,1/7/18,3/7/18,Instagram,FALSE
a100000999,1/13/18,Facebook,control,FALSE,English,English,24-30 years,1/7/18,3/7/18,Instagram,FALSE
a100000999,1/2/18,House Ads,personalization,FALSE,English,English,0-18 years,1/7/18,3/7/18,Instagram,FALSE
a100001044,1/8/18,Email,personalization,TRUE,English,English,19-24 years,1/8/18,3/30/18,Email,FALSE
a100001044,1/19/18,Facebook,control,FALSE,English,English,45-55 years,1/8/18,3/30/18,Email,FALSE
a100001044,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/8/18,3/30/18,Email,FALSE
a100001045,1/9/18,Push,personalization,TRUE,English,English,24-30 years,1/9/18,,Push,TRUE
a100001045,1/19/18,Instagram,control,FALSE,English,English,0-18 years,1/9/18,,Push,TRUE
a100001045,1/2/18,House Ads,personalization,FALSE,English,English,24-30 years,1/9/18,,Push,TRUE
a100001046,1/10/18,Facebook,personalization,TRUE,English,English,19-24 years,1/10/18,,Facebook,TRUE
a100001046,1/20/18,Instagram,control,FALSE,English,English,19-24 years,1/10/18,,Facebook,TRUE
a100001046,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/10/18,,Facebook,TRUE
a100001047,1/11/18,Instagram,personalization,TRUE,English,English,19-24 years,1/11/18,,Instagram,TRUE
a100001047,1/20/18,Facebook,control,FALSE,English,English,24-30 years,1/11/18,,Instagram,TRUE
a100001047,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/11/18,,Instagram,TRUE
a100001048,1/12/18,Instagram,personalization,TRUE,English,English,19-24 years,1/12/18,,Instagram,TRUE
a100001048,1/20/18,House Ads,control,FALSE,English,English,30-36 years,1/12/18,,Instagram,TRUE
a100001048,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/12/18,,Instagram,TRUE
a100001049,1/13/18,Facebook,personalization,TRUE,English,English,0-18 years,1/13/18,,Facebook,TRUE
a100001049,1/20/18,House Ads,control,FALSE,English,Spanish,36-45 years,1/13/18,,Facebook,TRUE
a100001049,1/2/18,House Ads,personalization,FALSE,English,English,0-18 years,1/13/18,,Facebook,TRUE
a100001050,1/14/18,Instagram,personalization,TRUE,English,English,19-24 years,1/14/18,,Instagram,TRUE
a100001050,1/20/18,House Ads,control,FALSE,English,English,45-55 years,1/14/18,,Instagram,TRUE
a100001050,1/2/18,House Ads,personalization,FALSE,English,English,19-24 years,1/14/18,,Instagram,TRUE
a100001051,1/15/18,Instagram,personalization,TRUE,English,English,24-30 years,1/15/18,,Instagram,TRUE
a100001051,1/20/18,Push,control,FALSE,English,English,0-18 years,1/15/18,,Instagram,TRUE
a100001051,1/2/18,House Ads,personalization,FALSE,English,English,24-30 years,1/15/18,,Instagram,TRUE
a100001052,1/16/18,Facebook,personalization,TRUE,English,English,30-36 years,1/16/18,,Facebook,TRUE
a100001052,1/20/18,Facebook,control,FALSE,English,English,19-24 years,1/16/18,,Facebook,TRUE
a100001052,1/3/18,House Ads,personalization,FALSE,English,English,30-36 years,1/16/18,,Facebook,TRUE
a100001053,1/17/18,Instagram,personalization,TRUE,English,English,36-45 years,1/17/18,,Instagram,TRUE
a100001053,1/21/18,Instagram,control,FALSE,English,English,24-30 years,1/17/18,,Instagram,TRUE
a100001053,1/3/18,House Ads,personalization,FALSE,English,English,36-45 years,1/17/18,,Instagram,TRUE
a100001054,1/18/18,Email,personalization,TRUE,English,English,45-55 years,1/18/18,,Email,TRUE
a100001054,1/21/18,Instagram,control,FALSE,English,English,30-36 years,1/18/18,,Email,TRUE
a100001055,1/1/18,Push,personalization,TRUE,English,English,55+ years,1/1/18,,Push,TRUE
a100001055,1/21/18,Facebook,control,FALSE,English,English,36-45 years,1/1/18,,Push,TRUE
a100001056,1/2/18,Facebook,personalization,TRUE,English,English,0-18 years,1/2/18,,Facebook,TRUE
a100001056,1/21/18,House Ads,control,FALSE,English,English,45-55 years,1/2/18,,Facebook,TRUE
a100001057,1/3/18,Instagram,personalization,TRUE,English,English,19-24 years,1/3/18,,Instagram,TRUE
a100001057,1/21/18,House Ads,control,FALSE,English,Spanish,0-18 years,1/3/18,,Instagram,TRUE
a100001058,1/4/18,Instagram,personalization,TRUE,English,English,24-30 years,1/4/18,,Instagram,TRUE
a100001058,1/21/18,House Ads,control,FALSE,English,English,19-24 years,1/4/18,,Instagram,TRUE
a100001059,1/5/18,Facebook,personalization,TRUE,English,English,19-24 years,1/5/18,,Facebook,TRUE
a100001059,1/21/18,Push,control,FALSE,English,English,24-30 years,1/5/18,,Facebook,TRUE
a100001060,1/6/18,Instagram,personalization,TRUE,English,English,19-24 years,1/6/18,,Instagram,TRUE
a100001060,1/22/18,Facebook,control,FALSE,English,English,30-36 years,1/6/18,,Instagram,TRUE
a100001061,1/7/18,Instagram,personalization,TRUE,English,English,19-24 years,1/7/18,,Instagram,TRUE
a100001061,1/22/18,Instagram,control,FALSE,English,English,36-45 years,1/7/18,,Instagram,TRUE
a100001062,1/8/18,Facebook,personalization,TRUE,English,English,0-18 years,1/8/18,,Facebook,TRUE
a100001062,1/22/18,Instagram,control,FALSE,English,English,45-55 years,1/8/18,,Facebook,TRUE
a100001063,1/9/18,Instagram,personalization,TRUE,English,English,19-24 years,1/9/18,,Instagram,TRUE
a100001063,1/22/18,Facebook,control,FALSE,English,English,0-18 years,1/9/18,,Instagram,TRUE
a100001064,1/10/18,Email,personalization,TRUE,English,English,24-30 years,1/10/18,,Email,TRUE
a100001064,1/22/18,House Ads,control,FALSE,English,Spanish,19-24 years,1/10/18,,Email,TRUE
a100001065,1/11/18,Push,personalization,TRUE,English,English,19-24 years,1/11/18,,Push,TRUE
a100001065,1/22/18,House Ads,control,FALSE,English,English,24-30 years,1/11/18,,Push,TRUE
a100001066,1/12/18,Facebook,personalization,TRUE,English,English,19-24 years,1/12/18,,Facebook,TRUE
a100001066,1/22/18,House Ads,control,FALSE,English,English,30-36 years,1/12/18,,Facebook,TRUE
a100001067,1/13/18,Instagram,personalization,TRUE,English,English,19-24 years,1/13/18,,Instagram,TRUE
a100001067,1/23/18,Push,control,FALSE,English,English,36-45 years,1/13/18,,Instagram,TRUE
a100001068,1/14/18,Instagram,personalization,TRUE,English,English,0-18 years,1/14/18,,Instagram,TRUE
a100001068,1/23/18,Facebook,control,FALSE,English,English,45-55 years,1/14/18,,Instagram,TRUE
a100001069,1/15/18,Facebook,personalization,TRUE,English,English,19-24 years,1/15/18,,Facebook,TRUE
a100001069,1/23/18,Instagram,control,FALSE,English,English,0-18 years,1/15/18,,Facebook,TRUE
a100001070,1/16/18,Instagram,personalization,TRUE,English,English,24-30 years,1/16/18,,Instagram,TRUE
a100001070,1/23/18,Instagram,control,FALSE,English,English,19-24 years,1/16/18,,Instagram,TRUE
a100001071,1/17/18,Instagram,personalization,TRUE,English,English,19-24 years,1/17/18,,Instagram,TRUE
a100001071,1/23/18,Facebook,control,FALSE,English,English,24-30 years,1/17/18,,Instagram,TRUE
a100001072,1/18/18,Facebook,personalization,TRUE,English,English,19-24 years,1/18/18,,Facebook,TRUE
a100001072,1/23/18,House Ads,control,FALSE,English,English,30-36 years,1/18/18,,Facebook,TRUE
a100001073,1/1/18,Instagram,personalization,TRUE,English,English,19-24 years,1/1/18,,Instagram,TRUE
a100001073,1/23/18,House Ads,control,FALSE,English,English,36-45 years,1/1/18,,Instagram,TRUE
a100001074,1/2/18,Email,personalization,TRUE,English,English,0-18 years,1/2/18,,Email,TRUE
a100001074,1/24/18,House Ads,control,FALSE,English,Spanish,45-55 years,1/2/18,,Email,TRUE
a100001075,1/3/18,Push,personalization,TRUE,English,English,19-24 years,1/3/18,,Push,TRUE
a100001075,1/24/18,Push,control,FALSE,English,English,0-18 years,1/3/18,,Push,TRUE
a100001076,1/4/18,Facebook,personalization,TRUE,English,English,24-30 years,1/4/18,,Facebook,TRUE
a100001076,1/24/18,Facebook,control,FALSE,English,English,19-24 years,1/4/18,,Facebook,TRUE
a100001077,1/5/18,Instagram,personalization,TRUE,English,English,19-24 years,1/5/18,,Instagram,TRUE
a100001077,1/24/18,Instagram,control,FALSE,English,Spanish,24-30 years,1/5/18,,Instagram,TRUE
a100001078,1/6/18,Instagram,personalization,TRUE,English,English,19-24 years,1/6/18,,Instagram,TRUE
a100001078,1/24/18,Instagram,control,FALSE,English,English,30-36 years,1/6/18,,Instagram,TRUE
a100001079,1/7/18,Facebook,personalization,TRUE,English,English,19-24 years,1/7/18,,Facebook,TRUE
a100001079,1/24/18,Facebook,control,FALSE,English,English,36-45 years,1/7/18,,Facebook,TRUE
a100001080,1/8/18,Instagram,personalization,TRUE,English,English,0-18 years,1/8/18,,Instagram,TRUE
a100001080,1/24/18,House Ads,control,FALSE,English,English,45-55 years,1/8/18,,Instagram,TRUE
a100001081,1/9/18,Instagram,personalization,TRUE,English,English,19-24 years,1/9/18,,Instagram,TRUE
a100001081,1/24/18,House Ads,control,FALSE,English,English,0-18 years,1/9/18,,Instagram,TRUE
a100001082,1/10/18,Facebook,personalization,TRUE,English,English,24-30 years,1/10/18,,Facebook,TRUE
a100001082,1/25/18,House Ads,control,FALSE,English,English,19-24 years,1/10/18,,Facebook,TRUE
a100001089,1/11/18,Instagram,personalization,TRUE,English,English,19-24 years,1/11/18,,Instagram,TRUE
a100001089,1/26/18,House Ads,control,FALSE,English,English,24-30 years,1/11/18,,Instagram,TRUE
a100001090,1/12/18,Email,personalization,TRUE,English,English,19-24 years,1/12/18,3/18/18,Email,FALSE
a100001090,1/26/18,House Ads,control,FALSE,English,English,30-36 years,1/12/18,3/18/18,Email,FALSE
a100001091,1/13/18,Push,personalization,TRUE,English,English,19-24 years,1/13/18,1/13/18,Push,FALSE
a100001091,1/26/18,Push,control,FALSE,English,English,36-45 years,1/13/18,1/13/18,Push,FALSE
a100001092,1/14/18,Facebook,personalization,TRUE,English,English,0-18 years,1/14/18,2/22/18,Facebook,FALSE
a100001092,1/26/18,Facebook,control,FALSE,English,English,45-55 years,1/14/18,2/22/18,Facebook,FALSE
a100001093,1/15/18,Instagram,personalization,TRUE,English,English,19-24 years,1/15/18,1/20/18,Instagram,FALSE
a100001093,1/26/18,Instagram,control,FALSE,English,English,0-18 years,1/15/18,1/20/18,Instagram,FALSE
a100001094,1/16/18,Instagram,personalization,TRUE,English,English,24-30 years,1/16/18,3/23/18,Instagram,FALSE
a100001094,1/26/18,Instagram,control,FALSE,English,English,19-24 years,1/16/18,3/23/18,Instagram,FALSE
a100001095,1/17/18,Facebook,personalization,TRUE,English,English,30-36 years,1/17/18,3/16/18,Facebook,FALSE
a100001095,1/26/18,Facebook,control,FALSE,English,English,24-30 years,1/17/18,3/16/18,Facebook,FALSE
a100001096,1/18/18,Instagram,personalization,TRUE,English,English,36-45 years,1/18/18,3/26/18,Instagram,FALSE
a100001096,1/27/18,House Ads,control,FALSE,English,English,30-36 years,1/18/18,3/26/18,Instagram,FALSE
a100001097,1/19/18,Instagram,personalization,TRUE,English,English,45-55 years,1/19/18,1/19/18,Instagram,FALSE
a100001097,1/27/18,House Ads,control,FALSE,English,English,36-45 years,1/19/18,1/19/18,Instagram,FALSE
a100001098,1/20/18,Facebook,personalization,TRUE,English,English,55+ years,1/20/18,4/2/18,Facebook,FALSE
a100001098,1/27/18,House Ads,control,FALSE,English,English,45-55 years,1/20/18,4/2/18,Facebook,FALSE
a100001099,1/21/18,Instagram,personalization,TRUE,English,English,0-18 years,1/21/18,,Instagram,TRUE
a100001099,1/27/18,Push,control,FALSE,English,English,0-18 years,1/21/18,,Instagram,TRUE
a100001100,1/22/18,Email,personalization,TRUE,English,English,19-24 years,1/22/18,,Email,TRUE
a100001100,1/27/18,Facebook,control,FALSE,English,English,19-24 years,1/22/18,,Email,TRUE
a100001101,1/23/18,Push,personalization,TRUE,English,English,24-30 years,1/23/18,,Push,TRUE
a100001101,1/27/18,Instagram,control,FALSE,English,English,24-30 years,1/23/18,,Push,TRUE
a100001102,1/24/18,Facebook,personalization,TRUE,English,English,19-24 years,1/24/18,,Facebook,TRUE
a100001102,1/27/18,Instagram,control,FALSE,English,English,30-36 years,1/24/18,,Facebook,TRUE
a100001103,1/25/18,Instagram,personalization,TRUE,English,English,19-24 years,1/25/18,,Instagram,TRUE
a100001103,1/28/18,Facebook,control,FALSE,English,English,36-45 years,1/25/18,,Instagram,TRUE
a100001104,1/17/18,Instagram,personalization,TRUE,English,English,19-24 years,1/17/18,,Instagram,TRUE
a100001104,1/28/18,House Ads,control,FALSE,English,English,45-55 years,1/17/18,,Instagram,TRUE
a100001105,1/18/18,Facebook,personalization,TRUE,English,English,0-18 years,1/18/18,,Facebook,TRUE
a100001105,1/28/18,House Ads,control,FALSE,English,English,0-18 years,1/18/18,,Facebook,TRUE
a100001106,1/19/18,Instagram,personalization,TRUE,English,English,19-24 years,1/19/18,,Instagram,TRUE
a100001106,1/28/18,House Ads,control,FALSE,English,English,19-24 years,1/19/18,,Instagram,TRUE
a100001107,1/20/18,Instagram,personalization,TRUE,English,English,24-30 years,1/20/18,,Instagram,TRUE
a100001107,1/28/18,Push,control,FALSE,English,English,24-30 years,1/20/18,,Instagram,TRUE
a100001108,1/21/18,Facebook,personalization,TRUE,English,English,19-24 years,1/21/18,,Facebook,TRUE
a100001108,1/28/18,Facebook,control,FALSE,English,English,30-36 years,1/21/18,,Facebook,TRUE
a100001109,1/22/18,Instagram,personalization,TRUE,English,English,19-24 years,1/22/18,,Instagram,TRUE
a100001109,1/28/18,Instagram,control,FALSE,English,English,36-45 years,1/22/18,,Instagram,TRUE
a100001110,1/23/18,Email,personalization,TRUE,English,English,19-24 years,1/23/18,,Email,TRUE
a100001110,1/29/18,Instagram,control,FALSE,English,English,45-55 years,1/23/18,,Email,TRUE
a100001111,1/24/18,Push,personalization,TRUE,English,English,0-18 years,1/24/18,,Push,TRUE
a100001111,1/29/18,Facebook,control,FALSE,English,English,0-18 years,1/24/18,,Push,TRUE
a100001112,1/25/18,Facebook,personalization,TRUE,English,English,19-24 years,1/25/18,,Facebook,TRUE
a100001112,1/29/18,House Ads,control,FALSE,English,English,19-24 years,1/25/18,,Facebook,TRUE
a100001113,1/17/18,Instagram,personalization,TRUE,English,English,24-30 years,1/17/18,,Instagram,TRUE
a100001113,1/29/18,House Ads,control,FALSE,English,English,24-30 years,1/17/18,,Instagram,TRUE
a100001114,1/18/18,Instagram,personalization,TRUE,English,English,19-24 years,1/18/18,,Instagram,TRUE
a100001114,1/29/18,House Ads,control,FALSE,English,English,30-36 years,1/18/18,,Instagram,TRUE
a100001115,1/1/18,Facebook,personalization,TRUE,English,English,19-24 years,1/1/18,,Facebook,TRUE
a100001115,1/29/18,Push,control,FALSE,English,English,36-45 years,1/1/18,,Facebook,TRUE
a100001116,1/2/18,Instagram,personalization,TRUE,English,English,19-24 years,1/2/18,,Instagram,TRUE
a100001116,1/29/18,Facebook,control,FALSE,English,English,45-55 years,1/2/18,,Instagram,TRUE
a100001117,1/3/18,Instagram,personalization,TRUE,English,English,0-18 years,1/3/18,,Instagram,TRUE
a100001117,1/30/18,Instagram,control,FALSE,English,English,0-18 years,1/3/18,,Instagram,TRUE
a100001118,1/4/18,Facebook,personalization,TRUE,English,English,19-24 years,1/4/18,,Facebook,TRUE
a100001118,1/30/18,Instagram,control,FALSE,English,English,19-24 years,1/4/18,,Facebook,TRUE
a100001119,1/5/18,Instagram,personalization,TRUE,English,English,24-30 years,1/5/18,,Instagram,TRUE
a100001119,1/30/18,Facebook,control,FALSE,English,English,24-30 years,1/5/18,,Instagram,TRUE
a100001120,1/6/18,Email,personalization,TRUE,English,English,19-24 years,1/6/18,,Email,TRUE
a100001120,1/30/18,House Ads,control,FALSE,Spanish,Spanish,30-36 years,1/6/18,,Email,TRUE
a100001121,1/7/18,Push,personalization,TRUE,English,English,19-24 years,1/7/18,,Push,TRUE
a100001121,1/30/18,House Ads,control,FALSE,English,English,36-45 years,1/7/18,,Push,TRUE
a100001122,1/8/18,Facebook,personalization,TRUE,English,English,19-24 years,1/8/18,,Facebook,TRUE
a100001122,1/30/18,House Ads,control,FALSE,English,English,45-55 years,1/8/18,,Facebook,TRUE
a100001123,1/9/18,Instagram,personalization,TRUE,English,English,0-18 years,1/9/18,,Instagram,TRUE
a100001123,1/30/18,Push,control,FALSE,English,English,0-18 years,1/9/18,,Instagram,TRUE
a100001124,1/10/18,Facebook,personalization,TRUE,English,English,19-24 years,1/10/18,,Facebook,TRUE
a100001124,1/31/18,Facebook,control,FALSE,English,English,19-24 years,1/10/18,,Facebook,TRUE
a100001125,1/11/18,Instagram,personalization,TRUE,English,English,24-30 years,1/11/18,,Instagram,TRUE
a100001125,1/31/18,Instagram,control,FALSE,English,English,24-30 years,1/11/18,,Instagram,TRUE
a100001126,1/12/18,Instagram,personalization,TRUE,English,English,19-24 years,1/12/18,,Instagram,TRUE
a100001126,1/31/18,Instagram,control,FALSE,English,English,30-36 years,1/12/18,,Instagram,TRUE
a100001127,1/13/18,Facebook,personalization,TRUE,English,English,19-24 years,1/13/18,,Facebook,TRUE
a100001127,1/31/18,Facebook,control,FALSE,English,English,36-45 years,1/13/18,,Facebook,TRUE
a100001128,1/14/18,Instagram,personalization,TRUE,English,English,19-24 years,1/14/18,,Instagram,TRUE
a100001128,1/31/18,House Ads,control,FALSE,Spanish,Spanish,45-55 years,1/14/18,,Instagram,TRUE
a100001129,1/15/18,Email,personalization,TRUE,English,English,0-18 years,1/15/18,,Email,TRUE
a100001129,1/31/18,House Ads,control,FALSE,English,English,0-18 years,1/15/18,,Email,TRUE
a100001130,1/16/18,Push,personalization,TRUE,English,English,19-24 years,1/16/18,,Push,TRUE
a100001130,1/31/18,House Ads,control,FALSE,English,English,19-24 years,1/16/18,,Push,TRUE
a100001131,1/17/18,Facebook,personalization,TRUE,English,English,24-30 years,1/17/18,,Facebook,TRUE
a100001131,1/1/18,Push,control,FALSE,English,English,24-30 years,1/17/18,,Facebook,TRUE
a100001132,1/18/18,Instagram,personalization,TRUE,English,English,30-36 years,1/18/18,,Instagram,TRUE
a100001132,1/1/18,Facebook,control,FALSE,English,English,30-36 years,1/18/18,,Instagram,TRUE
a100001133,1/1/18,Facebook,personalization,TRUE,English,English,36-45 years,1/1/18,,Facebook,TRUE
a100001133,1/1/18,Instagram,control,FALSE,English,English,36-45 years,1/1/18,,Facebook,TRUE
a100001134,1/2/18,Instagram,personalization,TRUE,English,English,45-55 years,1/2/18,,Instagram,TRUE
a100001134,1/1/18,Instagram,control,FALSE,English,English,45-55 years,1/2/18,,Instagram,TRUE
a100001135,1/3/18,Instagram,personalization,TRUE,English,English,55+ years,1/3/18,,Instagram,TRUE
a100001135,1/1/18,Facebook,control,FALSE,English,English,0-18 years,1/3/18,,Instagram,TRUE
a100001136,1/4/18,Facebook,personalization,TRUE,English,English,0-18 years,1/4/18,,Facebook,TRUE
a100001136,1/1/18,House Ads,control,FALSE,English,English,19-24 years,1/4/18,,Facebook,TRUE
a100001137,1/5/18,Instagram,personalization,TRUE,English,English,19-24 years,1/5/18,,Instagram,TRUE
a100001137,1/1/18,House Ads,control,FALSE,Spanish,Spanish,24-30 years,1/5/18,,Instagram,TRUE
a100001138,1/6/18,Email,personalization,TRUE,English,English,24-30 years,1/6/18,,Email,TRUE
a100001138,1/2/18,House Ads,control,FALSE,English,English,30-36 years,1/6/18,,Email,TRUE
a100001139,1/1/18,Push,personalization,TRUE,English,English,19-24 years,1/1/18,,Push,TRUE
a100001139,1/2/18,Push,control,FALSE,English,English,36-45 years,1/1/18,,Push,TRUE
a100001140,1/1/18,Facebook,personalization,TRUE,English,English,19-24 years,1/1/18,,Facebook,TRUE
a100001140,1/2/18,Facebook,control,FALSE,English,English,45-55 years,1/1/18,,Facebook,TRUE
a100001141,1/1/18,Instagram,personalization,TRUE,English,English,19-24 years,1/1/18,,Instagram,TRUE
a100001141,1/2/18,Instagram,control,FALSE,English,English,0-18 years,1/1/18,,Instagram,TRUE
a100001142,1/1/18,Facebook,personalization,TRUE,English,English,0-18 years,1/1/18,,Facebook,TRUE
a100001142,1/2/18,Instagram,control,FALSE,English,English,19-24 years,1/1/18,,Facebook,TRUE
a100001143,1/1/18,Instagram,personalization,TRUE,English,English,19-24 years,1/1/18,,Instagram,TRUE
a100001143,1/2/18,Facebook,control,FALSE,English,English,24-30 years,1/1/18,,Instagram,TRUE
a100001144,1/2/18,Instagram,personalization,TRUE,English,English,24-30 years,1/2/18,,Instagram,TRUE
a100001144,1/2/18,House Ads,control,FALSE,English,English,30-36 years,1/2/18,,Instagram,TRUE
a100001145,1/2/18,Facebook,personalization,TRUE,English,English,19-24 years,1/2/18,,Facebook,TRUE
a100001145,1/3/18,House Ads,control,FALSE,English,English,36-45 years,1/2/18,,Facebook,TRUE
a100001146,1/2/18,Instagram,personalization,TRUE,English,English,19-24 years,1/2/18,,Instagram,TRUE
a100001146,1/3/18,House Ads,control,FALSE,Spanish,Spanish,45-55 years,1/2/18,,Instagram,TRUE
a100001147,1/2/18,Email,personalization,TRUE,English,English,19-24 years,1/2/18,,Email,TRUE
a100001147,1/3/18,Push,control,FALSE,English,English,0-18 years,1/2/18,,Email,TRUE
