,user_id,date_served,marketing_channel,variant,converted,language_displayed,language_preferred,age_group,date_subscribed,date_canceled,subscribing_channel,is_retained,DoW,channel_code,is_correct_lang
2300,a100000194,2018-01-01,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2301,a100000195,2018-01-01,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2302,a100000196,2018-01-01,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2303,a100000197,2018-01-01,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2304,a100000198,2018-01-01,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2305,a100000199,2018-01-02,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2306,a100000200,2018-01-02,House Ads,control,False,Spanish,Spanish,24-30 years,,,,True,,,Yes
2307,a100000201,2018-01-02,House Ads,control,False,Spanish,Spanish,30-36 years,,,,True,,,Yes
2308,a100000202,2018-01-02,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2309,a100000203,2018-01-02,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2310,a100000204,2018-01-02,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2311,a100000501,2018-01-02,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2312,a100000502,2018-01-03,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2313,a100000503,2018-01-03,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2314,a100000504,2018-01-03,House Ads,control,False,English,English,36-45 years,,,,True,,,Yes
2315,a100000505,2018-01-03,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2316,a100000506,2018-01-03,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2317,a100000507,2018-01-03,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2318,a100000508,2018-01-03,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2319,a100000699,2018-01-04,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2320,a100000700,2018-01-04,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2321,a100000701,2018-01-04,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2322,a100000702,2018-01-04,House Ads,control,False,Spanish,Spanish,0-18 years,,,,True,,,Yes
2323,a100000703,2018-01-04,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2324,a100000704,2018-01-04,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2325,a100000705,2018-01-04,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2326,a100000706,2018-01-05,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2327,a100000707,2018-01-05,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2328,a100000708,2018-01-05,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2329,a100000709,2018-01-05,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2330,a100000710,2018-01-05,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2331,a100000711,2018-01-05,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2332,a100000712,2018-01-05,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2333,a100000713,2018-01-06,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2334,a100000714,2018-01-06,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2335,a100000715,2018-01-06,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2336,a100000716,2018-01-06,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2337,a100000717,2018-01-06,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2338,a100000740,2018-01-06,House Ads,control,False,English,Spanish,36-45 years,,,,True,,,No
2339,a100000741,2018-01-06,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2340,a100000742,2018-01-07,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2341,a100000743,2018-01-07,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2342,a100000744,2018-01-07,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2343,a100000745,2018-01-07,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2344,a100000746,2018-01-07,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2345,a100000747,2018-01-07,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2346,a100000748,2018-01-08,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2347,a100000749,2018-01-08,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2348,a100000750,2018-01-08,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2349,a100000751,2018-01-08,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2350,a100000752,2018-01-08,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2351,a100000834,2018-01-08,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2352,a100000835,2018-01-08,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2353,a100000836,2018-01-09,House Ads,control,False,Spanish,Spanish,19-24 years,,,,True,,,Yes
2354,a100000837,2018-01-09,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2355,a100000838,2018-01-09,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2356,a100000839,2018-01-09,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2357,a100000840,2018-01-09,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2358,a100000841,2018-01-09,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2359,a100000842,2018-01-09,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2360,a100000843,2018-01-10,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2361,a100000844,2018-01-10,House Ads,control,False,Spanish,Spanish,30-36 years,,,,True,,,Yes
2362,a100000845,2018-01-10,House Ads,control,False,English,English,36-45 years,,,,True,,,Yes
2363,a100000846,2018-01-10,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2364,a100000847,2018-01-10,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2365,a100000848,2018-01-10,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2366,a100000849,2018-01-10,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2367,a100000850,2018-01-11,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2368,a100000851,2018-01-11,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2369,a100000852,2018-01-11,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2370,a100000853,2018-01-11,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2371,a100000854,2018-01-11,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2372,a100000939,2018-01-13,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2373,a100000939,2018-01-04,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2374,a100000940,2018-01-13,House Ads,control,False,English,English,36-45 years,,,,True,,,Yes
2375,a100000940,2018-01-04,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2376,a100000941,2018-01-13,House Ads,control,False,English,Spanish,45-55 years,,,,True,,,No
2377,a100000941,2018-01-04,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2378,a100000942,2018-01-14,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2379,a100000942,2018-01-05,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2380,a100000001,2018-01-14,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2381,a100000002,2018-01-14,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2382,a100000003,2018-01-14,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2383,a100000005,2018-01-14,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2384,a100000006,2018-01-14,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2385,a100000007,2018-01-14,House Ads,control,False,English,Spanish,0-18 years,,,,True,,,No
2386,a100000008,2018-01-15,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2387,a100000009,2018-01-15,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2388,a100000010,2018-01-15,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2389,a100000011,2018-01-15,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2390,a100000012,2018-01-15,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2391,a100000014,2018-01-15,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2392,a100000015,2018-01-15,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2393,a100000016,2018-01-16,House Ads,control,False,English,Spanish,24-30 years,,,,True,,,No
2394,a100000017,2018-01-16,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2395,a100000018,2018-01-16,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2396,a100000019,2018-01-16,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2397,a100000020,2018-01-16,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2398,a100000021,2018-01-16,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2399,a100000023,2018-01-17,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2400,a100000024,2018-01-17,House Ads,control,False,English,Spanish,36-45 years,,,,True,,,No
2401,a100000026,2018-01-17,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2402,a100000027,2018-01-17,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2403,a100000028,2018-01-17,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2404,a100000135,2018-01-17,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2405,a100000136,2018-01-17,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2406,a100000137,2018-01-18,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2407,a100000144,2018-01-18,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2408,a100000145,2018-01-18,House Ads,control,False,English,Spanish,0-18 years,,,,True,,,No
2409,a100000146,2018-01-18,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2410,a100000147,2018-01-18,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2411,a100000148,2018-01-18,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2412,a100000149,2018-01-18,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2413,a100000173,2018-01-19,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2414,a100000205,2018-01-19,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2415,a100000221,2018-01-19,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2416,a100000222,2018-01-19,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2417,a100000223,2018-01-19,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2418,a100000224,2018-01-19,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2419,a100000225,2018-01-19,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2420,a100000226,2018-01-20,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2421,a100000227,2018-01-20,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2422,a100000228,2018-01-20,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2423,a100000229,2018-01-20,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2424,a100000230,2018-01-20,House Ads,control,False,English,Spanish,36-45 years,,,,True,,,No
2425,a100000231,2018-01-20,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2426,a100000232,2018-01-20,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2427,a100000233,2018-01-21,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2428,a100000234,2018-01-21,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2429,a100000235,2018-01-21,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2430,a100000236,2018-01-21,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2431,a100000237,2018-01-21,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2432,a100000238,2018-01-21,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2433,a100000239,2018-01-21,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2434,a100000240,2018-01-22,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2435,a100000241,2018-01-22,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2436,a100000242,2018-01-22,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2437,a100000243,2018-01-22,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2438,a100000244,2018-01-22,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2439,a100000245,2018-01-22,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2440,a100000246,2018-01-22,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2441,a100000247,2018-01-23,House Ads,control,False,English,Spanish,30-36 years,,,,True,,,No
2442,a100000248,2018-01-23,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2443,a100000249,2018-01-23,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2444,a100001262,2018-01-23,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2445,a100001262,2018-01-19,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2446,a100001263,2018-01-23,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2447,a100001263,2018-01-20,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2448,a100001264,2018-01-23,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2449,a100001264,2018-01-20,House Ads,control,False,English,Spanish,30-36 years,,,,True,,,No
2450,a100001265,2018-01-23,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2451,a100001265,2018-01-20,House Ads,control,False,English,English,36-45 years,,,,True,,,Yes
2452,a100001266,2018-01-24,House Ads,control,False,English,English,36-45 years,,,,True,,,Yes
2453,a100001266,2018-01-20,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2454,a100001267,2018-01-24,House Ads,control,False,English,Spanish,45-55 years,,,,True,,,No
2455,a100001267,2018-01-20,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2456,a100001268,2018-01-24,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2457,a100001268,2018-01-20,Facebook,control,False,English,Spanish,19-24 years,,,,True,,,No
2458,a100001269,2018-01-24,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2459,a100001269,2018-01-20,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2460,a100001270,2018-01-24,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2461,a100001270,2018-01-21,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2462,a100001271,2018-01-24,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2463,a100001271,2018-01-21,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2464,a100001272,2018-01-24,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2465,a100001272,2018-01-21,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2466,a100001273,2018-01-24,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2467,a100001273,2018-01-21,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2468,a100001274,2018-01-25,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2469,a100001274,2018-01-21,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2470,a100001275,2018-01-25,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2471,a100001275,2018-01-21,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2472,a100001276,2018-01-25,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2473,a100001276,2018-01-21,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2474,a100001277,2018-01-25,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2475,a100001277,2018-01-22,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2476,a100001278,2018-01-25,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2477,a100001278,2018-01-22,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2478,a100001279,2018-01-25,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2479,a100001279,2018-01-22,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2480,a100000897,2018-01-25,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2481,a100000897,2018-01-01,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2482,a100000898,2018-01-26,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2483,a100000898,2018-01-01,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2484,a100000899,2018-01-26,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2485,a100000899,2018-01-01,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2486,a100000900,2018-01-26,House Ads,control,False,English,Spanish,30-36 years,,,,True,,,No
2487,a100000900,2018-01-01,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2488,a100000901,2018-01-26,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2489,a100000901,2018-01-01,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2490,a100000902,2018-01-26,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2491,a100000902,2018-01-01,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2492,a100000903,2018-01-26,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2493,a100000903,2018-01-01,House Ads,control,False,Spanish,Spanish,19-24 years,,,,True,,,Yes
2494,a100000904,2018-01-26,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2495,a100000904,2018-01-02,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2496,a100000905,2018-01-27,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2497,a100000905,2018-01-02,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2498,a100000906,2018-01-27,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2499,a100000906,2018-01-02,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2500,a100000907,2018-01-27,House Ads,control,False,English,English,36-45 years,,,,True,,,Yes
2501,a100000907,2018-01-02,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2502,a100000908,2018-01-27,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2503,a100000908,2018-01-02,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2504,a100000909,2018-01-27,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2505,a100000909,2018-01-02,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2506,a100000910,2018-01-27,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2507,a100000910,2018-01-02,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2508,a100000911,2018-01-27,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2509,a100000911,2018-01-03,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2510,a100000912,2018-01-28,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2511,a100000912,2018-01-03,House Ads,control,False,English,English,36-45 years,,,,True,,,Yes
2512,a100000913,2018-01-28,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2513,a100000913,2018-01-03,House Ads,control,False,Spanish,Spanish,45-55 years,,,,True,,,Yes
2514,a100000914,2018-01-28,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2515,a100000914,2018-01-03,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2516,a100000915,2018-01-28,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2517,a100000915,2018-01-03,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2518,a100000916,2018-01-28,House Ads,control,False,English,Spanish,19-24 years,,,,True,,,No
2519,a100000916,2018-01-03,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2520,a100000917,2018-01-28,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2521,a100000917,2018-01-03,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2522,a100000918,2018-01-28,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2523,a100000918,2018-01-04,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2524,a100000919,2018-01-29,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2525,a100000919,2018-01-04,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2526,a100000920,2018-01-29,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2527,a100000920,2018-01-04,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2528,a100000921,2018-01-29,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2529,a100000921,2018-01-04,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2530,a100000943,2018-01-30,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2531,a100000943,2018-01-05,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2532,a100000944,2018-01-30,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2533,a100000944,2018-01-05,House Ads,control,False,Spanish,Spanish,19-24 years,,,,True,,,Yes
2534,a100000945,2018-01-05,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2535,a100000946,2018-01-05,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2536,a100000947,2018-01-05,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2537,a100000948,2018-01-05,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2538,a100000949,2018-01-06,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2539,a100000950,2018-01-06,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2540,a100001382,2018-01-05,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2541,a100001383,2018-01-06,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2542,a100001384,2018-01-06,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2543,a100001385,2018-01-06,House Ads,control,False,Spanish,Spanish,36-45 years,,,,True,,,Yes
2544,a100001386,2018-01-06,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2545,a100001387,2018-01-06,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2546,a100001388,2018-01-06,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2547,a100001389,2018-01-06,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2548,a100001390,2018-01-07,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2549,a100001391,2018-01-07,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2550,a100001392,2018-01-07,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2551,a100001393,2018-01-07,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2552,a100001394,2018-01-07,House Ads,control,False,Spanish,Spanish,19-24 years,,,,True,,,Yes
2553,a100001395,2018-01-07,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2554,a100001396,2018-01-08,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2555,a100001397,2018-01-08,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2556,a100001398,2018-01-08,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2557,a100001399,2018-01-08,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2558,a100001400,2018-01-08,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2559,a100001401,2018-01-08,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2560,a100001402,2018-01-08,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2561,a100001403,2018-01-09,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2562,a100001404,2018-01-09,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2563,a100001405,2018-01-09,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2564,a100001406,2018-01-09,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2565,a100001407,2018-01-09,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2566,a100001408,2018-01-09,House Ads,control,False,Spanish,Spanish,30-36 years,,,,True,,,Yes
2567,a100001409,2018-01-09,House Ads,control,False,English,English,36-45 years,,,,True,,,Yes
2568,a100001410,2018-01-10,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2569,a100001411,2018-01-10,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2570,a100001412,2018-01-10,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2571,a100001413,2018-01-10,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2572,a100001414,2018-01-10,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2573,a100001415,2018-01-10,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2574,a100001416,2018-01-10,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2575,a100001417,2018-01-11,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2576,a100001418,2018-01-11,House Ads,control,False,Spanish,Spanish,19-24 years,,,,True,,,Yes
2577,a100001419,2018-01-11,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2578,a100001420,2018-01-11,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2579,a100001421,2018-01-11,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2580,a100001422,2018-01-11,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2581,a100001423,2018-01-11,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2582,a100001424,2018-01-12,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2583,a100001425,2018-01-12,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2584,a100001426,2018-01-12,House Ads,control,False,English,English,30-36 years,,,,True,,,Yes
2585,a100001427,2018-01-12,Push,control,False,English,English,36-45 years,,,,True,,,Yes
2586,a100001428,2018-01-12,Facebook,control,False,English,English,45-55 years,,,,True,,,Yes
2587,a100001429,2018-01-12,Instagram,control,False,English,English,0-18 years,,,,True,,,Yes
2588,a100001430,2018-01-12,Instagram,control,False,English,English,19-24 years,,,,True,,,Yes
2589,a100001431,2018-01-13,Facebook,control,False,English,English,24-30 years,,,,True,,,Yes
2590,a100001432,2018-01-13,House Ads,control,False,English,Spanish,30-36 years,,,,True,,,No
2591,a100001433,2018-01-13,House Ads,control,False,English,English,36-45 years,,,,True,,,Yes
2592,a100001434,2018-01-13,House Ads,control,False,English,English,45-55 years,,,,True,,,Yes
2593,a100001435,2018-01-13,Push,control,False,English,English,0-18 years,,,,True,,,Yes
2594,a100001436,2018-01-13,Facebook,control,False,English,English,19-24 years,,,,True,,,Yes
2595,a100001437,2018-01-13,Instagram,control,False,English,English,24-30 years,,,,True,,,Yes
2596,a100001438,2018-01-14,Instagram,control,False,English,English,30-36 years,,,,True,,,Yes
2597,a100001439,2018-01-14,Facebook,control,False,English,English,36-45 years,,,,True,,,Yes
2598,a100001440,2018-01-14,House Ads,control,False,English,Spanish,45-55 years,,,,True,,,No
2599,a100001441,2018-01-14,House Ads,control,False,English,English,0-18 years,,,,True,,,Yes
2600,a100001442,2018-01-14,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2601,a100001443,2018-01-14,Push,control,False,English,English,24-30 years,,,,True,,,Yes
2602,a100001444,2018-01-14,Facebook,control,False,English,English,30-36 years,,,,True,,,Yes
2603,a100001445,2018-01-15,Instagram,control,False,English,English,36-45 years,,,,True,,,Yes
2604,a100001446,2018-01-15,Instagram,control,False,English,English,45-55 years,,,,True,,,Yes
2605,a100001447,2018-01-15,Facebook,control,False,English,English,0-18 years,,,,True,,,Yes
2606,a100001448,2018-01-15,House Ads,control,False,English,English,19-24 years,,,,True,,,Yes
2607,a100001449,2018-01-15,House Ads,control,False,English,English,24-30 years,,,,True,,,Yes
2608,a100001450,2018-01-15,House Ads,control,False,English,Spanish,30-36 years,,,,True,,,No
